0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
3/4/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/5/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/8/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/9/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/10/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/11/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/12/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/15/10,3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19
3/16/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/18/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/19/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/22/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/23/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/24/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/25/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/26/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/29/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/30/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
3/31/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/1/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/5/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/6/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/7/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/8/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/9/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/12/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/13/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/14/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/15/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/16/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/19/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/20/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/21/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/22/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/23/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/26/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/27/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/28/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/29/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
4/30/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/3/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/4/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/5/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/6/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/7/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/10/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/11/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/12/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/13/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/14/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/17/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/18/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/19/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/20/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
5/21/10,6/16/10,9/15/10,12/15/10,3/16/11,6/15/11,9/21/11,12/21/11,3/21/12,6/20/12,9/19/12,12/19/12,3/20/13,6/19/13,9/18/13,12/18/13,3/19/14,6/18/14,9/17/14,12/17/14,3/18/15,6/17/15,9/16/15,12/16/15,3/16/16,6/15/16,9/21/16,12/21/16,3/15/17,6/21/17,9/20/17,12/20/17,3/21/18,6/20/18,9/19/18,12/19/18,3/20/19,6/19/19,9/18/19,12/18/19,3/18/20
